Country,Territory,Unit,Temperaturedaily,Date
AUS,Australia,C,15.098359107971191,01-07-01
AUS,Australia,C,12.891809463500977,01-07-02
AUS,Australia,C,14.573786735534668,01-07-03
AUS,Australia,C,15.000045776367188,01-07-04
AUS,Australia,C,15.24584674835205,01-07-05
AUS,Australia,C,14.643277168273926,01-07-06
AUS,Australia,C,15.609511375427246,01-07-07
AUS,Australia,C,15.676375389099121,01-07-08
AUS,Australia,C,16.499481201171875,01-07-09
AUS,Australia,C,13.037075996398926,01-07-10
AUS,Australia,C,16.295175552368164,01-07-11
AUS,Australia,C,12.886392593383789,01-07-12
AUS,Australia,C,14.237479209899902,01-07-13
AUS,Australia,C,13.277541160583496,01-07-14
AUS,Australia,C,15.917879104614258,01-07-15
AUS,Australia,C,15.195772171020508,01-07-16
AUS,Australia,C,14.585928916931152,01-07-17
AUS,Australia,C,16.083877563476562,01-07-18
AUS,Australia,C,15.221810340881348,01-07-19
AUS,Australia,C,17.42936897277832,01-07-20
AUS,Australia,C,15.842206954956055,01-07-21
AUS,Australia,C,15.708505630493164,01-08-00
AUS,Australia,C,14.647806167602539,01-08-01
AUS,Australia,C,16.161462783813477,01-08-02
AUS,Australia,C,13.63213062286377,01-08-03
AUS,Australia,C,16.924741744995117,01-08-04
AUS,Australia,C,16.750099182128906,01-08-05
AUS,Australia,C,15.997604370117188,01-08-06
AUS,Australia,C,17.48867416381836,01-08-07
AUS,Australia,C,15.825297355651855,01-08-08
AUS,Australia,C,14.948147773742676,01-08-09
AUS,Australia,C,15.183777809143066,01-08-10
AUS,Australia,C,17.48048973083496,01-08-11
AUS,Australia,C,13.014516830444336,01-08-12
AUS,Australia,C,16.271203994750977,01-08-13
AUS,Australia,C,15.285287857055664,01-08-14
AUS,Australia,C,17.61140251159668,01-08-15
AUS,Australia,C,15.107665061950684,01-08-16
AUS,Australia,C,15.49771499633789,01-08-17
AUS,Australia,C,17.26613998413086,01-08-18
AUS,Australia,C,15.60896110534668,01-08-19
AUS,Australia,C,16.23957633972168,01-08-20
AUS,Australia,C,17.108604431152344,01-08-21
AUS,Australia,C,17.700149536132812,01-09-00
AUS,Australia,C,15.27082347869873,01-09-01
AUS,Australia,C,20.89512825012207,01-09-02
AUS,Australia,C,16.204761505126953,01-09-03
AUS,Australia,C,14.494845390319824,01-09-04
AUS,Australia,C,19.094459533691406,01-09-05
AUS,Australia,C,20.034683227539062,01-09-06
AUS,Australia,C,19.239906311035156,01-09-07
AUS,Australia,C,17.973026275634766,01-09-08
AUS,Australia,C,19.776947021484375,01-09-09
AUS,Australia,C,20.159683227539062,01-09-10
AUS,Australia,C,19.908308029174805,01-09-11
AUS,Australia,C,17.668933868408203,01-09-12
AUS,Australia,C,22.91411018371582,01-09-13
AUS,Australia,C,18.72775650024414,01-09-14
AUS,Australia,C,18.02056121826172,01-09-15
AUS,Australia,C,18.20598030090332,01-09-16
AUS,Australia,C,19.15860366821289,01-09-17
AUS,Australia,C,17.893630981445312,01-09-18
AUS,Australia,C,19.20288848876953,01-09-19
AUS,Australia,C,20.26852798461914,01-09-20
AUS,Australia,C,22.789325714111328,01-09-21
AUS,Australia,C,22.46122932434082,01-10-00
AUS,Australia,C,21.40814971923828,01-10-01
AUS,Australia,C,20.817440032958984,01-10-02
AUS,Australia,C,20.45720100402832,01-10-03
AUS,Australia,C,21.803417205810547,01-10-04
AUS,Australia,C,24.41103744506836,01-10-05
AUS,Australia,C,23.698760986328125,01-10-06
AUS,Australia,C,23.079328536987305,01-10-07
AUS,Australia,C,24.150222778320312,01-10-08
AUS,Australia,C,20.715316772460938,01-10-09
AUS,Australia,C,22.036151885986328,01-10-10
AUS,Australia,C,19.149085998535156,01-10-11
AUS,Australia,C,20.734708786010742,01-10-12
AUS,Australia,C,21.702857971191406,01-10-13
AUS,Australia,C,22.97591209411621,01-10-14
AUS,Australia,C,23.705350875854492,01-10-15
AUS,Australia,C,20.86134910583496,01-10-16
AUS,Australia,C,20.183399200439453,01-10-17
AUS,Australia,C,22.853607177734375,01-10-18
AUS,Australia,C,24.77916145324707,01-10-19
AUS,Australia,C,24.05924415588379,01-10-20
AUS,Australia,C,22.383344650268555,01-10-21
AUS,Australia,C,23.87776756286621,01-11-00
AUS,Australia,C,25.447248458862305,01-11-01
AUS,Australia,C,25.93571662902832,01-11-02
AUS,Australia,C,22.569103240966797,01-11-03
AUS,Australia,C,26.06563949584961,01-11-04
AUS,Australia,C,25.857765197753906,01-11-05
AUS,Australia,C,25.297895431518555,01-11-06
AUS,Australia,C,23.940645217895508,01-11-07
AUS,Australia,C,24.849365234375,01-11-08
AUS,Australia,C,26.954145431518555,01-11-09
AUS,Australia,C,20.171947479248047,01-11-10
AUS,Australia,C,22.771554946899414,01-11-11
AUS,Australia,C,24.73638916015625,01-11-12
AUS,Australia,C,26.401865005493164,01-11-13
AUS,Australia,C,24.40810203552246,01-11-14
AUS,Australia,C,26.71284294128418,01-11-15
AUS,Australia,C,22.968198776245117,01-11-16
AUS,Australia,C,23.728168487548828,01-11-17
AUS,Australia,C,28.607126235961914,01-11-18
AUS,Australia,C,25.460668563842773,01-11-19
AUS,Australia,C,25.966768264770508,01-11-20
AUS,Australia,C,24.771671295166016,01-11-21
AUS,Australia,C,25.694076538085938,01-12-00
AUS,Australia,C,26.09990692138672,01-12-01
AUS,Australia,C,27.694087982177734,01-12-02
AUS,Australia,C,27.21966552734375,01-12-03
AUS,Australia,C,25.21780776977539,01-12-04
AUS,Australia,C,25.589237213134766,01-12-05
AUS,Australia,C,28.343355178833008,01-12-06
AUS,Australia,C,28.175508499145508,01-12-07
AUS,Australia,C,27.002944946289062,01-12-08
AUS,Australia,C,26.60445213317871,01-12-09
AUS,Australia,C,24.51380729675293,01-12-10
AUS,Australia,C,24.505449295043945,01-12-11
AUS,Australia,C,27.430572509765625,01-12-12
AUS,Australia,C,27.843534469604492,01-12-13
AUS,Australia,C,27.6242618560791,01-12-14
AUS,Australia,C,25.846847534179688,01-12-15
AUS,Australia,C,28.56831169128418,01-12-16
AUS,Australia,C,25.60578727722168,01-12-17
AUS,Australia,C,27.9693660736084,01-12-18
AUS,Australia,C,24.505464553833008,01-12-19
AUS,Australia,C,27.150699615478516,01-12-20
AUS,Australia,C,27.826061248779297,01-12-21
AUS,Australia,C,25.314741134643555,02-01-00
AUS,Australia,C,28.767057418823242,02-01-01
AUS,Australia,C,25.49229621887207,02-01-02
AUS,Australia,C,26.53223991394043,02-01-03
AUS,Australia,C,30.692678451538086,02-01-04
AUS,Australia,C,28.05384635925293,02-01-05
AUS,Australia,C,26.961565017700195,02-01-06
AUS,Australia,C,28.538700103759766,02-01-07
AUS,Australia,C,29.419113159179688,02-01-08
AUS,Australia,C,26.0499210357666,02-01-09
AUS,Australia,C,26.88174819946289,02-01-10
AUS,Australia,C,27.641843795776367,02-01-11
AUS,Australia,C,28.907474517822266,02-01-12
AUS,Australia,C,30.28328514099121,02-01-13
AUS,Australia,C,29.751556396484375,02-01-14
AUS,Australia,C,29.60188865661621,02-01-15
AUS,Australia,C,26.590625762939453,02-01-16
AUS,Australia,C,26.924030303955078,02-01-17
AUS,Australia,C,27.991127014160156,02-01-18
AUS,Australia,C,31.361183166503906,02-01-19
AUS,Australia,C,30.692657470703125,02-01-20
AUS,Australia,C,27.288272857666016,02-01-21
AUS,Australia,C,29.83428192138672,02-02-00
AUS,Australia,C,26.759950637817383,02-02-01
AUS,Australia,C,26.498340606689453,02-02-02
AUS,Australia,C,27.839515686035156,02-02-03
AUS,Australia,C,23.29779624938965,02-02-04
AUS,Australia,C,23.57121467590332,02-02-05
AUS,Australia,C,26.411949157714844,02-02-06
AUS,Australia,C,29.43874740600586,02-02-07
AUS,Australia,C,27.478450775146484,02-02-08
AUS,Australia,C,29.667205810546875,02-02-09
AUS,Australia,C,27.288225173950195,02-02-10
AUS,Australia,C,28.701963424682617,02-02-11
AUS,Australia,C,25.834774017333984,02-02-12
AUS,Australia,C,25.5214786529541,02-02-13
AUS,Australia,C,28.685260772705078,02-02-14
AUS,Australia,C,26.390239715576172,02-02-15
AUS,Australia,C,25.64238739013672,02-02-16
AUS,Australia,C,27.328662872314453,02-02-17
AUS,Australia,C,24.839763641357422,02-02-18
AUS,Australia,C,29.338558197021484,02-02-19
AUS,Australia,C,26.52253532409668,02-02-20
AUS,Australia,C,25.763444900512695,02-02-21
AUS,Australia,C,26.573820114135742,02-03-00
AUS,Australia,C,26.0439453125,02-03-01
AUS,Australia,C,23.407638549804688,02-03-02
AUS,Australia,C,21.742008209228516,02-03-03
AUS,Australia,C,26.779752731323242,02-03-04
AUS,Australia,C,27.722675323486328,02-03-05
AUS,Australia,C,27.273292541503906,02-03-06
AUS,Australia,C,29.273502349853516,02-03-07
AUS,Australia,C,26.283266067504883,02-03-08
AUS,Australia,C,27.37141227722168,02-03-09
AUS,Australia,C,24.441368103027344,02-03-10
AUS,Australia,C,23.972530364990234,02-03-11
AUS,Australia,C,22.888338088989258,02-03-12
AUS,Australia,C,25.409076690673828,02-03-13
AUS,Australia,C,26.437740325927734,02-03-14
AUS,Australia,C,26.9779109954834,02-03-15
AUS,Australia,C,30.08039093017578,02-03-16
AUS,Australia,C,29.0587215423584,02-03-17
AUS,Australia,C,27.562875747680664,02-03-18
AUS,Australia,C,28.475290298461914,02-03-19
AUS,Australia,C,24.8101749420166,02-03-20
AUS,Australia,C,26.83305549621582,02-03-21
AUS,Australia,C,24.69242286682129,02-04-00
AUS,Australia,C,23.25102424621582,02-04-01
AUS,Australia,C,24.704240798950195,02-04-02
AUS,Australia,C,25.030715942382812,02-04-03
AUS,Australia,C,23.893543243408203,02-04-04
AUS,Australia,C,25.587045669555664,02-04-05
AUS,Australia,C,22.54854393005371,02-04-06
AUS,Australia,C,23.433000564575195,02-04-07
AUS,Australia,C,22.4912109375,02-04-08
AUS,Australia,C,25.889524459838867,02-04-09
AUS,Australia,C,24.494853973388672,02-04-10
AUS,Australia,C,21.616836547851562,02-04-11
AUS,Australia,C,25.63256072998047,02-04-12
AUS,Australia,C,23.25084686279297,02-04-13
AUS,Australia,C,25.153467178344727,02-04-14
AUS,Australia,C,24.199539184570312,02-04-15
AUS,Australia,C,25.7149658203125,02-04-16
AUS,Australia,C,22.253110885620117,02-04-17
AUS,Australia,C,26.051620483398438,02-04-18
AUS,Australia,C,24.0948486328125,02-04-19
AUS,Australia,C,25.257509231567383,02-04-20
AUS,Australia,C,25.276229858398438,02-04-21
AUS,Australia,C,18.54517936706543,02-05-00
AUS,Australia,C,20.330341339111328,02-05-01
AUS,Australia,C,22.99032974243164,02-05-02
AUS,Australia,C,20.03890609741211,02-05-03
AUS,Australia,C,17.66581916809082,02-05-04
AUS,Australia,C,21.947614669799805,02-05-05
AUS,Australia,C,18.018848419189453,02-05-06
AUS,Australia,C,22.171682357788086,02-05-07
AUS,Australia,C,20.440475463867188,02-05-08
AUS,Australia,C,19.083036422729492,02-05-09
AUS,Australia,C,21.580549240112305,02-05-10
AUS,Australia,C,18.872211456298828,02-05-11
AUS,Australia,C,20.11351203918457,02-05-12
AUS,Australia,C,22.469179153442383,02-05-13
AUS,Australia,C,17.93592643737793,02-05-14
AUS,Australia,C,19.869098663330078,02-05-15
AUS,Australia,C,21.8398494720459,02-05-16
AUS,Australia,C,19.282825469970703,02-05-17
AUS,Australia,C,21.727619171142578,02-05-18
AUS,Australia,C,20.350915908813477,02-05-19
AUS,Australia,C,17.381338119506836,02-05-20
AUS,Australia,C,21.494945526123047,02-05-21
AUS,Australia,C,12.062569618225098,02-06-00
AUS,Australia,C,17.865636825561523,02-06-01
AUS,Australia,C,14.94128131866455,02-06-02
AUS,Australia,C,18.416776657104492,02-06-03
AUS,Australia,C,17.497737884521484,02-06-04
AUS,Australia,C,16.40329933166504,02-06-05
AUS,Australia,C,14.368280410766602,02-06-06
AUS,Australia,C,16.513818740844727,02-06-07
AUS,Australia,C,17.52284049987793,02-06-08
AUS,Australia,C,16.80177879333496,02-06-09
AUS,Australia,C,16.26836585998535,02-06-10
AUS,Australia,C,16.045434951782227,02-06-11
AUS,Australia,C,16.24394416809082,02-06-12
AUS,Australia,C,16.435041427612305,02-06-13
AUS,Australia,C,17.164344787597656,02-06-14
AUS,Australia,C,16.0935115814209,02-06-15
AUS,Australia,C,18.349437713623047,02-06-16
AUS,Australia,C,15.249456405639648,02-06-17
AUS,Australia,C,15.628933906555176,02-06-18
AUS,Australia,C,15.052245140075684,02-06-19
AUS,Australia,C,15.904601097106934,02-06-20
AUS,Australia,C,17.640178680419922,02-06-21
AUS,Australia,C,13.866990089416504,02-07-00
AUS,Australia,C,15.015995025634766,02-07-01
AUS,Australia,C,14.044122695922852,02-07-02
AUS,Australia,C,13.930120468139648,02-07-03
AUS,Australia,C,16.039398193359375,02-07-04
AUS,Australia,C,14.780226707458496,02-07-05
AUS,Australia,C,14.313204765319824,02-07-06
AUS,Australia,C,16.31984519958496,02-07-07
AUS,Australia,C,15.314833641052246,02-07-08
AUS,Australia,C,15.648847579956055,02-07-09
AUS,Australia,C,12.842903137207031,02-07-10
AUS,Australia,C,15.795432090759277,02-07-11
AUS,Australia,C,11.808023452758789,02-07-12
AUS,Australia,C,14.224630355834961,02-07-13
AUS,Australia,C,13.239103317260742,02-07-14
AUS,Australia,C,14.942811012268066,02-07-15
AUS,Australia,C,14.842406272888184,02-07-16
AUS,Australia,C,15.550541877746582,02-07-17
AUS,Australia,C,16.923513412475586,02-07-18
AUS,Australia,C,15.448277473449707,02-07-19
AUS,Australia,C,16.731365203857422,02-07-20
AUS,Australia,C,14.835575103759766,02-07-21
AUS,Australia,C,15.838117599487305,02-08-00
AUS,Australia,C,15.00918197631836,02-08-01
AUS,Australia,C,15.862407684326172,02-08-02
AUS,Australia,C,15.038939476013184,02-08-03
AUS,Australia,C,15.863234519958496,02-08-04
AUS,Australia,C,17.20730972290039,02-08-05
AUS,Australia,C,16.242267608642578,02-08-06
AUS,Australia,C,16.45990753173828,02-08-07
AUS,Australia,C,15.703269958496094,02-08-08
AUS,Australia,C,15.55104923248291,02-08-09
AUS,Australia,C,14.058614730834961,02-08-10
AUS,Australia,C,17.688081741333008,02-08-11
AUS,Australia,C,13.938867568969727,02-08-12
AUS,Australia,C,16.314666748046875,02-08-13
AUS,Australia,C,14.146026611328125,02-08-14
AUS,Australia,C,16.454818725585938,02-08-15
AUS,Australia,C,13.736720085144043,02-08-16
AUS,Australia,C,14.818469047546387,02-08-17
AUS,Australia,C,15.990311622619629,02-08-18
AUS,Australia,C,15.370428085327148,02-08-19
AUS,Australia,C,16.71373748779297,02-08-20
AUS,Australia,C,16.60730743408203,02-08-21
AUS,Australia,C,17.454824447631836,02-09-00
AUS,Australia,C,15.862140655517578,02-09-01
AUS,Australia,C,20.691179275512695,02-09-02
AUS,Australia,C,16.420940399169922,02-09-03
AUS,Australia,C,15.610376358032227,02-09-04
AUS,Australia,C,19.69565200805664,02-09-05
AUS,Australia,C,20.461673736572266,02-09-06
AUS,Australia,C,20.172555923461914,02-09-07
AUS,Australia,C,18.2156982421875,02-09-08
AUS,Australia,C,20.500999450683594,02-09-09
AUS,Australia,C,19.266706466674805,02-09-10
AUS,Australia,C,19.904233932495117,02-09-11
AUS,Australia,C,18.672746658325195,02-09-12
AUS,Australia,C,23.148866653442383,02-09-13
AUS,Australia,C,17.74526596069336,02-09-14
AUS,Australia,C,17.883798599243164,02-09-15
AUS,Australia,C,16.991371154785156,02-09-16
AUS,Australia,C,19.356342315673828,02-09-17
AUS,Australia,C,18.43000030517578,02-09-18
AUS,Australia,C,19.69720458984375,02-09-19
AUS,Australia,C,20.794109344482422,02-09-20
AUS,Australia,C,21.237585067749023,02-09-21
AUS,Australia,C,22.819761276245117,02-10-00
AUS,Australia,C,21.152624130249023,02-10-01
AUS,Australia,C,20.783466339111328,02-10-02
AUS,Australia,C,19.76718521118164,02-10-03
AUS,Australia,C,22.313533782958984,02-10-04
AUS,Australia,C,25.433197021484375,02-10-05
AUS,Australia,C,24.070358276367188,02-10-06
AUS,Australia,C,24.155126571655273,02-10-07
AUS,Australia,C,25.15159797668457,02-10-08
AUS,Australia,C,20.230684280395508,02-10-09
AUS,Australia,C,23.18410301208496,02-10-10
AUS,Australia,C,19.696680068969727,02-10-11
AUS,Australia,C,21.812381744384766,02-10-12
AUS,Australia,C,22.7404842376709,02-10-13
AUS,Australia,C,23.28069305419922,02-10-14
AUS,Australia,C,24.67283821105957,02-10-15
AUS,Australia,C,20.165616989135742,02-10-16
AUS,Australia,C,21.73239517211914,02-10-17
AUS,Australia,C,23.903810501098633,02-10-18
AUS,Australia,C,25.340665817260742,02-10-19
AUS,Australia,C,25.28580093383789,02-10-20
AUS,Australia,C,21.811986923217773,02-10-21
AUS,Australia,C,24.323030471801758,02-11-00
AUS,Australia,C,25.073810577392578,02-11-01
AUS,Australia,C,25.21787452697754,02-11-02
AUS,Australia,C,22.751222610473633,02-11-03
AUS,Australia,C,25.08930206298828,02-11-04
AUS,Australia,C,24.734437942504883,02-11-05
AUS,Australia,C,24.27141571044922,02-11-06
AUS,Australia,C,23.090673446655273,02-11-07
AUS,Australia,C,25.443613052368164,02-11-08
AUS,Australia,C,26.011655807495117,02-11-09
AUS,Australia,C,21.115966796875,02-11-10
AUS,Australia,C,23.635189056396484,02-11-11
AUS,Australia,C,25.05985450744629,02-11-12
AUS,Australia,C,26.91055679321289,02-11-13
AUS,Australia,C,24.787805557250977,02-11-14
AUS,Australia,C,25.847623825073242,02-11-15
AUS,Australia,C,23.684385299682617,02-11-16
AUS,Australia,C,24.50581932067871,02-11-17
AUS,Australia,C,28.12156867980957,02-11-18
AUS,Australia,C,24.71283721923828,02-11-19
AUS,Australia,C,26.41742515563965,02-11-20
AUS,Australia,C,24.785669326782227,02-11-21
AUS,Australia,C,26.410499572753906,02-12-00
AUS,Australia,C,26.60685920715332,02-12-01
AUS,Australia,C,27.5482177734375,02-12-02
AUS,Australia,C,27.231952667236328,02-12-03
AUS,Australia,C,26.13351821899414,02-12-04
AUS,Australia,C,24.950721740722656,02-12-05
AUS,Australia,C,25.90570068359375,02-12-06
AUS,Australia,C,27.58249855041504,02-12-07
AUS,Australia,C,27.95360565185547,02-12-08
AUS,Australia,C,26.876453399658203,02-12-09
AUS,Australia,C,25.566267013549805,02-12-10
AUS,Australia,C,24.423860549926758,02-12-11
AUS,Australia,C,27.088289260864258,02-12-12
AUS,Australia,C,28.56281280517578,02-12-13
AUS,Australia,C,27.998586654663086,02-12-14
AUS,Australia,C,25.33202362060547,02-12-15
AUS,Australia,C,28.682781219482422,02-12-16
AUS,Australia,C,24.413719177246094,02-12-17
AUS,Australia,C,27.43433952331543,02-12-18
AUS,Australia,C,25.198528289794922,02-12-19
AUS,Australia,C,27.328262329101562,02-12-20
AUS,Australia,C,28.3179874420166,02-12-21
AUS,Australia,C,26.063661575317383,03-01-00
AUS,Australia,C,28.409542083740234,03-01-01
AUS,Australia,C,25.43671226501465,03-01-02
AUS,Australia,C,27.777687072753906,03-01-03
AUS,Australia,C,30.929784774780273,03-01-04
AUS,Australia,C,27.270177841186523,03-01-05
AUS,Australia,C,27.98996353149414,03-01-06
AUS,Australia,C,26.767452239990234,03-01-07
AUS,Australia,C,29.71630859375,03-01-08
AUS,Australia,C,27.162473678588867,03-01-09
AUS,Australia,C,26.941431045532227,03-01-10
AUS,Australia,C,27.168638229370117,03-01-11
AUS,Australia,C,28.815052032470703,03-01-12
AUS,Australia,C,31.041643142700195,03-01-13
AUS,Australia,C,28.963180541992188,03-01-14
AUS,Australia,C,28.347719192504883,03-01-15
AUS,Australia,C,26.960346221923828,03-01-16
AUS,Australia,C,28.104541778564453,03-01-17
AUS,Australia,C,28.28032875061035,03-01-18
AUS,Australia,C,31.254600524902344,03-01-19
AUS,Australia,C,29.349449157714844,03-01-20
AUS,Australia,C,26.61928367614746,03-01-21
AUS,Australia,C,29.97894287109375,03-02-00
AUS,Australia,C,26.906646728515625,03-02-01
AUS,Australia,C,25.698984146118164,03-02-02
AUS,Australia,C,28.62347984313965,03-02-03
AUS,Australia,C,24.35240936279297,03-02-04
AUS,Australia,C,23.76951789855957,03-02-05
AUS,Australia,C,27.369579315185547,03-02-06
AUS,Australia,C,29.784086227416992,03-02-07
AUS,Australia,C,27.640113830566406,03-02-08
AUS,Australia,C,29.88749122619629,03-02-09
AUS,Australia,C,26.963237762451172,03-02-10
AUS,Australia,C,28.94816017150879,03-02-11
AUS,Australia,C,26.546480178833008,03-02-12
AUS,Australia,C,27.063886642456055,03-02-13
AUS,Australia,C,27.10399627685547,03-02-14
AUS,Australia,C,26.235700607299805,03-02-15
AUS,Australia,C,24.905807495117188,03-02-16
AUS,Australia,C,28.398576736450195,03-02-17
AUS,Australia,C,25.883108139038086,03-02-18
AUS,Australia,C,28.658273696899414,03-02-19
AUS,Australia,C,26.055707931518555,03-02-20
AUS,Australia,C,26.154273986816406,03-02-21
AUS,Australia,C,25.696908950805664,03-03-00
AUS,Australia,C,25.65121841430664,03-03-01
AUS,Australia,C,24.62980079650879,03-03-02
AUS,Australia,C,22.778989791870117,03-03-03
AUS,Australia,C,26.907201766967773,03-03-04
AUS,Australia,C,27.640628814697266,03-03-05
AUS,Australia,C,27.87220001220703,03-03-06
AUS,Australia,C,29.04314422607422,03-03-07
AUS,Australia,C,26.8607234954834,03-03-08
