Country,Territory,Unit,Precipitationdaily,Date
AUS,Australia,mm/h,0.005312107969075441,01-06-18
AUS,Australia,mm/h,0.011288953945040703,01-06-19
AUS,Australia,mm/h,0.013873793184757233,01-06-20
AUS,Australia,mm/h,0.015469870530068874,01-06-21
AUS,Australia,mm/h,0.014727409929037094,01-07-00
AUS,Australia,mm/h,0.004381663165986538,01-07-01
AUS,Australia,mm/h,0.0029429146088659763,01-07-02
AUS,Australia,mm/h,0.056581590324640274,01-07-03
AUS,Australia,mm/h,0.012568638660013676,01-07-04
AUS,Australia,mm/h,0.024882646277546883,01-07-05
AUS,Australia,mm/h,0.0234683770686388,01-07-06
AUS,Australia,mm/h,0.04774000123143196,01-07-07
AUS,Australia,mm/h,0.012111260555684566,01-07-08
AUS,Australia,mm/h,0.017157580703496933,01-07-09
AUS,Australia,mm/h,0.04496145248413086,01-07-10
AUS,Australia,mm/h,0.022247541695833206,01-07-11
AUS,Australia,mm/h,0.010171523317694664,01-07-12
AUS,Australia,mm/h,0.014198788441717625,01-07-13
AUS,Australia,mm/h,0.006197281181812286,01-07-14
AUS,Australia,mm/h,0.013079018332064152,01-07-15
AUS,Australia,mm/h,0.013084414415061474,01-07-16
AUS,Australia,mm/h,0.021479232236742973,01-07-17
AUS,Australia,mm/h,0.0320361889898777,01-07-18
AUS,Australia,mm/h,0.010461180470883846,01-07-19
AUS,Australia,mm/h,0.01947539858520031,01-07-20
AUS,Australia,mm/h,0.05651029944419861,01-07-21
AUS,Australia,mm/h,0.007023039739578962,01-08-00
AUS,Australia,mm/h,0.0047705769538879395,01-08-01
AUS,Australia,mm/h,0.023669147863984108,01-08-02
AUS,Australia,mm/h,0.0013261872809380293,01-08-03
AUS,Australia,mm/h,0.010953719727694988,01-08-04
AUS,Australia,mm/h,0.07646134495735168,01-08-05
AUS,Australia,mm/h,0.0057976427488029,01-08-06
AUS,Australia,mm/h,0.01514683198183775,01-08-07
AUS,Australia,mm/h,0.026183806359767914,01-08-08
AUS,Australia,mm/h,0.003944979514926672,01-08-09
AUS,Australia,mm/h,0.051575273275375366,01-08-10
AUS,Australia,mm/h,0.008838323876261711,01-08-11
AUS,Australia,mm/h,0.009483491070568562,01-08-12
AUS,Australia,mm/h,0.003631916828453541,01-08-13
AUS,Australia,mm/h,0.011385227553546429,01-08-14
AUS,Australia,mm/h,0.03206285089254379,01-08-15
AUS,Australia,mm/h,0.05186804383993149,01-08-16
AUS,Australia,mm/h,0.017426537349820137,01-08-17
AUS,Australia,mm/h,0.03308518975973129,01-08-18
AUS,Australia,mm/h,0.005064724013209343,01-08-19
AUS,Australia,mm/h,0.003313882742077112,01-08-20
AUS,Australia,mm/h,0.01851831004023552,01-08-21
AUS,Australia,mm/h,0.05692443996667862,01-09-00
AUS,Australia,mm/h,0.05308109521865845,01-09-01
AUS,Australia,mm/h,0.020137611776590347,01-09-02
AUS,Australia,mm/h,0.002795238746330142,01-09-03
AUS,Australia,mm/h,0.012402290478348732,01-09-04
AUS,Australia,mm/h,0.007180741988122463,01-09-05
AUS,Australia,mm/h,0.022622017189860344,01-09-06
AUS,Australia,mm/h,0.002478749491274357,01-09-07
AUS,Australia,mm/h,0.02626069262623787,01-09-08
AUS,Australia,mm/h,0.006507737562060356,01-09-09
AUS,Australia,mm/h,0.07536923885345459,01-09-10
AUS,Australia,mm/h,0.008659953251481056,01-09-11
AUS,Australia,mm/h,0.0014709796523675323,01-09-12
AUS,Australia,mm/h,0.0025756056420505047,01-09-13
AUS,Australia,mm/h,0.027669668197631836,01-09-14
AUS,Australia,mm/h,0.019241543486714363,01-09-15
AUS,Australia,mm/h,0.2041548788547516,01-09-16
AUS,Australia,mm/h,0.011741251684725285,01-09-17
AUS,Australia,mm/h,0.006841832771897316,01-09-18
AUS,Australia,mm/h,0.012853219173848629,01-09-19
AUS,Australia,mm/h,0.005620489362627268,01-09-20
AUS,Australia,mm/h,0.019885597750544548,01-09-21
AUS,Australia,mm/h,0.007348017301410437,01-10-00
AUS,Australia,mm/h,0.020921986550092697,01-10-01
AUS,Australia,mm/h,0.0053206984885036945,01-10-02
AUS,Australia,mm/h,0.12714742124080658,01-10-03
AUS,Australia,mm/h,0.03324800357222557,01-10-04
AUS,Australia,mm/h,0.00407577445730567,01-10-05
AUS,Australia,mm/h,0.003800836857408285,01-10-06
AUS,Australia,mm/h,0.011456291191279888,01-10-07
AUS,Australia,mm/h,0.004036023281514645,01-10-08
AUS,Australia,mm/h,0.04930620640516281,01-10-09
AUS,Australia,mm/h,0.014034834690392017,01-10-10
AUS,Australia,mm/h,0.03553587198257446,01-10-11
AUS,Australia,mm/h,0.012852035462856293,01-10-12
AUS,Australia,mm/h,0.03338586539030075,01-10-13
AUS,Australia,mm/h,0.002365746069699526,01-10-14
AUS,Australia,mm/h,0.002181519288569689,01-10-15
AUS,Australia,mm/h,0.03884989023208618,01-10-16
AUS,Australia,mm/h,0.05762249976396561,01-10-17
AUS,Australia,mm/h,0.009445779025554657,01-10-18
AUS,Australia,mm/h,0.01097398903220892,01-10-19
AUS,Australia,mm/h,0.00386429694481194,01-10-20
AUS,Australia,mm/h,0.0648486465215683,01-10-21
AUS,Australia,mm/h,0.04942107945680618,01-11-00
AUS,Australia,mm/h,0.01180294994264841,01-11-01
AUS,Australia,mm/h,0.013814535923302174,01-11-02
AUS,Australia,mm/h,0.013330143876373768,01-11-03
AUS,Australia,mm/h,0.02139146253466606,01-11-04
AUS,Australia,mm/h,0.0480169840157032,01-11-05
AUS,Australia,mm/h,0.03108126111328602,01-11-06
AUS,Australia,mm/h,0.11772169917821884,01-11-07
AUS,Australia,mm/h,0.029182814061641693,01-11-08
AUS,Australia,mm/h,0.00729256821796298,01-11-09
AUS,Australia,mm/h,0.0594061054289341,01-11-10
AUS,Australia,mm/h,0.04793393611907959,01-11-11
AUS,Australia,mm/h,0.05709170550107956,01-11-12
AUS,Australia,mm/h,0.013845319859683514,01-11-13
AUS,Australia,mm/h,0.026858430355787277,01-11-14
AUS,Australia,mm/h,0.09639851003885269,01-11-15
AUS,Australia,mm/h,0.02666999213397503,01-11-16
AUS,Australia,mm/h,0.01122951228171587,01-11-17
AUS,Australia,mm/h,0.016758671030402184,01-11-18
AUS,Australia,mm/h,0.03500312566757202,01-11-19
AUS,Australia,mm/h,0.032820023596286774,01-11-20
AUS,Australia,mm/h,0.05737755075097084,01-11-21
AUS,Australia,mm/h,0.0663808211684227,01-12-00
AUS,Australia,mm/h,0.029070649296045303,01-12-01
AUS,Australia,mm/h,0.02694333717226982,01-12-02
AUS,Australia,mm/h,0.03256286308169365,01-12-03
AUS,Australia,mm/h,0.01027869526296854,01-12-04
AUS,Australia,mm/h,0.10540828108787537,01-12-05
AUS,Australia,mm/h,0.017496690154075623,01-12-06
AUS,Australia,mm/h,0.03639556095004082,01-12-07
AUS,Australia,mm/h,0.034473568201065063,01-12-08
AUS,Australia,mm/h,0.012796774506568909,01-12-09
AUS,Australia,mm/h,0.09642987698316574,01-12-10
AUS,Australia,mm/h,0.03978067263960838,01-12-11
AUS,Australia,mm/h,0.04357779771089554,01-12-12
AUS,Australia,mm/h,0.0427280068397522,01-12-13
AUS,Australia,mm/h,0.08520518988370895,01-12-14
AUS,Australia,mm/h,0.08334966748952866,01-12-15
AUS,Australia,mm/h,0.015080956742167473,01-12-16
AUS,Australia,mm/h,0.20404499769210815,01-12-17
AUS,Australia,mm/h,0.03345403075218201,01-12-18
AUS,Australia,mm/h,0.04371044039726257,01-12-19
AUS,Australia,mm/h,0.03960614278912544,01-12-20
AUS,Australia,mm/h,0.022026289254426956,01-12-21
AUS,Australia,mm/h,0.09518947452306747,02-01-00
AUS,Australia,mm/h,0.036299724131822586,02-01-01
AUS,Australia,mm/h,0.10588692873716354,02-01-02
AUS,Australia,mm/h,0.04530670493841171,02-01-03
AUS,Australia,mm/h,0.06672120094299316,02-01-04
AUS,Australia,mm/h,0.1212167963385582,02-01-05
AUS,Australia,mm/h,0.13146844506263733,02-01-06
AUS,Australia,mm/h,0.1178341880440712,02-01-07
AUS,Australia,mm/h,0.10229723155498505,02-01-08
AUS,Australia,mm/h,0.23334065079689026,02-01-09
AUS,Australia,mm/h,0.1638680398464203,02-01-10
AUS,Australia,mm/h,0.19842782616615295,02-01-11
AUS,Australia,mm/h,0.023775208741426468,02-01-12
AUS,Australia,mm/h,0.015088451094925404,02-01-13
AUS,Australia,mm/h,0.007766823284327984,02-01-14
AUS,Australia,mm/h,0.19574521481990814,02-01-15
AUS,Australia,mm/h,0.13505502045154572,02-01-16
AUS,Australia,mm/h,0.1637420654296875,02-01-17
AUS,Australia,mm/h,0.09182309359312057,02-01-18
AUS,Australia,mm/h,0.03231735900044441,02-01-19
AUS,Australia,mm/h,0.03443905711174011,02-01-20
AUS,Australia,mm/h,0.14235761761665344,02-01-21
AUS,Australia,mm/h,0.026776909828186035,02-02-00
AUS,Australia,mm/h,0.14210163056850433,02-02-01
AUS,Australia,mm/h,0.0956435352563858,02-02-02
AUS,Australia,mm/h,0.0439441092312336,02-02-03
AUS,Australia,mm/h,0.34099218249320984,02-02-04
AUS,Australia,mm/h,0.24887914955615997,02-02-05
AUS,Australia,mm/h,0.060033172369003296,02-02-06
AUS,Australia,mm/h,0.15781456232070923,02-02-07
AUS,Australia,mm/h,0.1192629411816597,02-02-08
AUS,Australia,mm/h,0.16758830845355988,02-02-09
AUS,Australia,mm/h,0.12956742942333221,02-02-10
AUS,Australia,mm/h,0.23636215925216675,02-02-11
AUS,Australia,mm/h,0.20813894271850586,02-02-12
AUS,Australia,mm/h,0.008498551324009895,02-02-13
AUS,Australia,mm/h,0.19627635180950165,02-02-14
AUS,Australia,mm/h,0.054954931139945984,02-02-15
AUS,Australia,mm/h,0.18966080248355865,02-02-16
AUS,Australia,mm/h,0.11553271859884262,02-02-17
AUS,Australia,mm/h,0.1366419643163681,02-02-18
AUS,Australia,mm/h,0.19525599479675293,02-02-19
AUS,Australia,mm/h,0.15365970134735107,02-02-20
AUS,Australia,mm/h,0.17347580194473267,02-02-21
AUS,Australia,mm/h,0.2022036910057068,02-03-00
AUS,Australia,mm/h,0.23157960176467896,02-03-01
AUS,Australia,mm/h,0.0862639918923378,02-03-02
AUS,Australia,mm/h,0.13840001821517944,02-03-03
AUS,Australia,mm/h,0.17149105668067932,02-03-04
AUS,Australia,mm/h,0.03718220442533493,02-03-05
AUS,Australia,mm/h,0.04565214365720749,02-03-06
AUS,Australia,mm/h,0.12704423069953918,02-03-07
AUS,Australia,mm/h,0.04530242457985878,02-03-08
AUS,Australia,mm/h,0.08035145699977875,02-03-09
AUS,Australia,mm/h,0.10346901416778564,02-03-10
AUS,Australia,mm/h,0.2890506684780121,02-03-11
AUS,Australia,mm/h,0.29480811953544617,02-03-12
AUS,Australia,mm/h,0.16258691251277924,02-03-13
AUS,Australia,mm/h,0.06070452556014061,02-03-14
AUS,Australia,mm/h,0.1237093061208725,02-03-15
AUS,Australia,mm/h,0.029178708791732788,02-03-16
AUS,Australia,mm/h,0.038175586611032486,02-03-17
AUS,Australia,mm/h,0.10324648022651672,02-03-18
AUS,Australia,mm/h,0.02290388196706772,02-03-19
AUS,Australia,mm/h,0.24089282751083374,02-03-20
AUS,Australia,mm/h,0.08785844594240189,02-03-21
AUS,Australia,mm/h,0.0544789619743824,02-04-00
AUS,Australia,mm/h,0.03968269005417824,02-04-01
AUS,Australia,mm/h,0.006495472975075245,02-04-02
AUS,Australia,mm/h,0.03856611251831055,02-04-03
AUS,Australia,mm/h,0.025311175733804703,02-04-04
AUS,Australia,mm/h,0.018851637840270996,02-04-05
AUS,Australia,mm/h,0.06732439994812012,02-04-06
AUS,Australia,mm/h,0.018160857260227203,02-04-07
AUS,Australia,mm/h,0.05861451476812363,02-04-08
AUS,Australia,mm/h,0.018050581216812134,02-04-09
AUS,Australia,mm/h,0.10097785294055939,02-04-10
AUS,Australia,mm/h,0.17384210228919983,02-04-11
AUS,Australia,mm/h,0.004434563219547272,02-04-12
AUS,Australia,mm/h,0.05391921475529671,02-04-13
AUS,Australia,mm/h,0.04188021644949913,02-04-14
AUS,Australia,mm/h,0.023595649749040604,02-04-15
AUS,Australia,mm/h,0.005773577839136124,02-04-16
AUS,Australia,mm/h,0.023277126252651215,02-04-17
AUS,Australia,mm/h,0.034476179629564285,02-04-18
AUS,Australia,mm/h,0.031786225736141205,02-04-19
AUS,Australia,mm/h,0.05171104893088341,02-04-20
AUS,Australia,mm/h,0.0255657359957695,02-04-21
AUS,Australia,mm/h,0.10583768784999847,02-05-00
AUS,Australia,mm/h,0.04128694534301758,02-05-01
AUS,Australia,mm/h,0.01025704201310873,02-05-02
AUS,Australia,mm/h,0.011724504642188549,02-05-03
AUS,Australia,mm/h,0.029246995225548744,02-05-04
AUS,Australia,mm/h,0.04910761117935181,02-05-05
AUS,Australia,mm/h,0.04493497684597969,02-05-06
AUS,Australia,mm/h,0.010749230161309242,02-05-07
AUS,Australia,mm/h,0.006567168515175581,02-05-08
AUS,Australia,mm/h,0.01352647040039301,02-05-09
AUS,Australia,mm/h,0.009638475254178047,02-05-10
AUS,Australia,mm/h,0.018581992015242577,02-05-11
AUS,Australia,mm/h,0.04688628017902374,02-05-12
AUS,Australia,mm/h,0.015326805412769318,02-05-13
AUS,Australia,mm/h,0.061465270817279816,02-05-14
AUS,Australia,mm/h,0.021550096571445465,02-05-15
AUS,Australia,mm/h,0.06078474596142769,02-05-16
AUS,Australia,mm/h,0.006173011846840382,02-05-17
AUS,Australia,mm/h,0.024173755198717117,02-05-18
AUS,Australia,mm/h,0.11047212779521942,02-05-19
AUS,Australia,mm/h,0.01589031144976616,02-05-20
AUS,Australia,mm/h,0.020832883194088936,02-05-21
AUS,Australia,mm/h,0.001651330734603107,02-06-00
AUS,Australia,mm/h,0.009284342639148235,02-06-01
AUS,Australia,mm/h,0.03377411141991615,02-06-02
AUS,Australia,mm/h,0.028094269335269928,02-06-03
AUS,Australia,mm/h,0.07920999825000763,02-06-04
AUS,Australia,mm/h,0.006329449824988842,02-06-05
AUS,Australia,mm/h,0.012400173582136631,02-06-06
AUS,Australia,mm/h,0.023684171959757805,02-06-07
AUS,Australia,mm/h,0.05850815773010254,02-06-08
AUS,Australia,mm/h,0.07250835001468658,02-06-09
AUS,Australia,mm/h,0.022914385423064232,02-06-10
AUS,Australia,mm/h,0.007487498689442873,02-06-11
AUS,Australia,mm/h,0.09988699853420258,02-06-12
AUS,Australia,mm/h,0.04211033135652542,02-06-13
AUS,Australia,mm/h,0.013190395198762417,02-06-14
AUS,Australia,mm/h,0.01196379866451025,02-06-15
AUS,Australia,mm/h,0.06808266043663025,02-06-16
AUS,Australia,mm/h,0.005330598447471857,02-06-17
AUS,Australia,mm/h,0.004816960543394089,02-06-18
AUS,Australia,mm/h,0.0305622685700655,02-06-19
AUS,Australia,mm/h,0.005648352205753326,02-06-20
AUS,Australia,mm/h,0.07435274124145508,02-06-21
AUS,Australia,mm/h,0.007557373493909836,02-07-00
AUS,Australia,mm/h,0.007474601734429598,02-07-01
AUS,Australia,mm/h,0.012029101140797138,02-07-02
AUS,Australia,mm/h,0.015563459135591984,02-07-03
AUS,Australia,mm/h,0.016974622383713722,02-07-04
AUS,Australia,mm/h,0.007137801963835955,02-07-05
AUS,Australia,mm/h,0.006149492226541042,02-07-06
AUS,Australia,mm/h,0.04283834621310234,02-07-07
AUS,Australia,mm/h,0.007181942462921143,02-07-08
AUS,Australia,mm/h,0.022467756643891335,02-07-09
AUS,Australia,mm/h,0.039214346557855606,02-07-10
AUS,Australia,mm/h,0.04920447617769241,02-07-11
AUS,Australia,mm/h,0.004841484595090151,02-07-12
AUS,Australia,mm/h,0.006793615408241749,02-07-13
AUS,Australia,mm/h,0.01704002358019352,02-07-14
AUS,Australia,mm/h,0.006228781770914793,02-07-15
AUS,Australia,mm/h,0.015620270743966103,02-07-16
AUS,Australia,mm/h,0.016137098893523216,02-07-17
AUS,Australia,mm/h,0.06251884251832962,02-07-18
AUS,Australia,mm/h,0.0032552846241742373,02-07-19
AUS,Australia,mm/h,0.01149662770330906,02-07-20
AUS,Australia,mm/h,0.06134800612926483,02-07-21
AUS,Australia,mm/h,0.010927625931799412,02-08-00
AUS,Australia,mm/h,0.0030482017900794744,02-08-01
AUS,Australia,mm/h,0.02412177063524723,02-08-02
AUS,Australia,mm/h,0.020825790241360664,02-08-03
AUS,Australia,mm/h,0.033203765749931335,02-08-04
AUS,Australia,mm/h,0.019710952416062355,02-08-05
AUS,Australia,mm/h,0.005060560069978237,02-08-06
AUS,Australia,mm/h,0.03084922768175602,02-08-07
AUS,Australia,mm/h,0.005260545294731855,02-08-08
AUS,Australia,mm/h,0.013845711946487427,02-08-09
AUS,Australia,mm/h,0.013672934845089912,02-08-10
AUS,Australia,mm/h,0.010458135977387428,02-08-11
AUS,Australia,mm/h,0.00606394000351429,02-08-12
AUS,Australia,mm/h,0.012260743416845798,02-08-13
AUS,Australia,mm/h,0.001687406562268734,02-08-14
AUS,Australia,mm/h,0.015783224254846573,02-08-15
AUS,Australia,mm/h,0.04563944786787033,02-08-16
AUS,Australia,mm/h,0.03528834134340286,02-08-17
AUS,Australia,mm/h,0.042616359889507294,02-08-18
AUS,Australia,mm/h,0.005343688651919365,02-08-19
AUS,Australia,mm/h,0.012650899589061737,02-08-20
AUS,Australia,mm/h,0.03510995954275131,02-08-21
AUS,Australia,mm/h,0.015036558732390404,02-09-00
AUS,Australia,mm/h,0.014970265328884125,02-09-01
AUS,Australia,mm/h,0.024387989193201065,02-09-02
AUS,Australia,mm/h,0.007029511500149965,02-09-03
AUS,Australia,mm/h,0.0034399551805108786,02-09-04
AUS,Australia,mm/h,0.041773635894060135,02-09-05
AUS,Australia,mm/h,0.022377783432602882,02-09-06
AUS,Australia,mm/h,0.007677288725972176,02-09-07
AUS,Australia,mm/h,0.02842419035732746,02-09-08
AUS,Australia,mm/h,0.008864679373800755,02-09-09
AUS,Australia,mm/h,0.09994659572839737,02-09-10
AUS,Australia,mm/h,0.023917127400636673,02-09-11
AUS,Australia,mm/h,0.002212424064055085,02-09-12
AUS,Australia,mm/h,0.0033163789194077253,02-09-13
AUS,Australia,mm/h,0.014317707158625126,02-09-14
AUS,Australia,mm/h,0.05294938385486603,02-09-15
AUS,Australia,mm/h,0.13569284975528717,02-09-16
AUS,Australia,mm/h,0.017326049506664276,02-09-17
AUS,Australia,mm/h,0.004425728227943182,02-09-18
AUS,Australia,mm/h,0.007537059485912323,02-09-19
AUS,Australia,mm/h,0.006268420722335577,02-09-20
AUS,Australia,mm/h,0.01405981183052063,02-09-21
AUS,Australia,mm/h,0.005069856997579336,02-10-00
AUS,Australia,mm/h,0.029732288792729378,02-10-01
AUS,Australia,mm/h,0.015017430298030376,02-10-02
AUS,Australia,mm/h,0.039776984602212906,02-10-03
AUS,Australia,mm/h,0.00564374728128314,02-10-04
AUS,Australia,mm/h,0.0035879919305443764,02-10-05
AUS,Australia,mm/h,0.0021408298052847385,02-10-06
AUS,Australia,mm/h,0.00722432741895318,02-10-07
AUS,Australia,mm/h,0.008202072232961655,02-10-08
AUS,Australia,mm/h,0.02171000838279724,02-10-09
AUS,Australia,mm/h,0.032482683658599854,02-10-10
AUS,Australia,mm/h,0.02918311022222042,02-10-11
AUS,Australia,mm/h,0.006589175667613745,02-10-12
AUS,Australia,mm/h,0.023168513551354408,02-10-13
AUS,Australia,mm/h,0.0015809250762686133,02-10-14
AUS,Australia,mm/h,0.0011735893785953522,02-10-15
AUS,Australia,mm/h,0.10460229218006134,02-10-16
AUS,Australia,mm/h,0.07284165173768997,02-10-17
AUS,Australia,mm/h,0.013848819769918919,02-10-18
AUS,Australia,mm/h,0.0035545905120670795,02-10-19
AUS,Australia,mm/h,0.006733869202435017,02-10-20
AUS,Australia,mm/h,0.021612318232655525,02-10-21
AUS,Australia,mm/h,0.037939123809337616,02-11-00
AUS,Australia,mm/h,0.027149546891450882,02-11-01
AUS,Australia,mm/h,0.02003968507051468,02-11-02
AUS,Australia,mm/h,0.005356879904866219,02-11-03
AUS,Australia,mm/h,0.058076564222574234,02-11-04
AUS,Australia,mm/h,0.03294437378644943,02-11-05
AUS,Australia,mm/h,0.07883799821138382,02-11-06
AUS,Australia,mm/h,0.14070621132850647,02-11-07
AUS,Australia,mm/h,0.06004562973976135,02-11-08
AUS,Australia,mm/h,0.014090466313064098,02-11-09
AUS,Australia,mm/h,0.037246495485305786,02-11-10
AUS,Australia,mm/h,0.046005312353372574,02-11-11
AUS,Australia,mm/h,0.009073387831449509,02-11-12
